Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Categories,Tags,Images,Meta: _farmacia_andes_registro_isp,Meta: _farmacia_andes_principio_activo,Meta: _farmacia_andes_condicion_venta,Meta: _farmacia_andes_requiere_receta,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
simple,prod-28673,"Naxpet suspensión oral 0,4% 20 ml (Ketoprofeno 0,4%)",1,0,visible,Veterinaria. Presentación: 20 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Veterinaria. Presentación: 20 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,8490,,taxable,1,,0,0,Veterinaria,"DRAG PHARMA VETERINARIA MENOR, Requiere receta",,,,Venta con receta médica,yes,Marca,DRAG PHARMA VETERINARIA MENOR,1,0,Formato,20 mililitros,1,0
simple,prod-40808,Nebivitae 5 mg 28 comprimidos (bioequivalente) (Nebivolol 5 mg),1,0,visible,Hipotensores. Presentación: 28 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Hipotensores. Presentación: 28 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,12590,,taxable,1,,0,0,Cuidado familiar,"GALENICUM CHILE, Requiere receta",,,,Venta con receta médica,yes,Marca,GALENICUM CHILE,1,0,Formato,28 comprimidos,1,0
simple,prod-5979,Nefersil 125 mg 10 comprimidos (Clonixinato De Lisina 125 mg),1,0,visible,Analgesico. Presentación: 10 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Analgesico. Presentación: 10 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,4150,,taxable,1,,0,0,Medicamentos,"PHARMA INVESTI, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-5979-nefersil-125-mg-10-comprimidos-clonixinato-de-lisina-125-mg.jpg,,,Venta con receta médica,yes,Marca,PHARMA INVESTI,1,0,Formato,10 comprimidos,1,0
simple,prod-40574,"Nefex Duo 0,5/0,4 mg 30 cápsulas LP (Dutasterida 0,5 mg, Tamsulosina 0,4 mg)",1,0,visible,Hiperplasia Prostatica Benigna. Presentación: 30 cápsulas. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Hiperplasia Prostatica Benigna. Presentación: 30 cápsulas. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,16120,,taxable,1,,0,0,Medicamentos,"OPKO, Requiere receta",,,,Venta con receta médica,yes,Marca,OPKO,1,0,Formato,30 cápsulas,1,0
simple,prod-30425,Neneglos Advance 20 g (Ox Zinc),1,0,visible,Regenerador Tejido. Presentación: 20 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Regenerador Tejido. Presentación: 20 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,1500,,taxable,1,,0,0,Medicamentos,"MAVER, Venta libre",,,,Venta libre,no,Marca,MAVER,1,0,Formato,20 gramos,1,0
simple,prod-31173,Neneglos Advanced 40 g (Ox Zinc 40%),1,0,visible,Regenerador Tejido. Presentación: 40 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Regenerador Tejido. Presentación: 40 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2690,,taxable,1,,0,0,Medicamentos,"MAVER, Venta libre",,,,Venta libre,no,Marca,MAVER,1,0,Formato,40 gramos,1,0
simple,prod-12429,Neomicina 500 mg 12 comprimidos Chile,1,0,visible,Aminoglucosidoterapia. Presentación: 12 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Aminoglucosidoterapia. Presentación: 12 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,7200,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-12429-neomicina-500-mg-12-comprimidos-chile.jpg,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,12 comprimidos,1,0
simple,prod-2906,"Nervoton jarabe 120 ml (Cianocobalamina, Nicotinamida 0,1 mg, Piridoxina 0,003 g, Riboflavina 0,025 g, Tiamina 0,012 g)",1,0,visible,Vitaminoterapia B. Presentación: 120 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Vitaminoterapia B. Presentación: 120 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9200,,taxable,1,,0,0,Medicamentos,"FARMOQUIMICA DEL PACIFICO, Requiere receta",,,,Venta con receta médica,yes,Marca,FARMOQUIMICA DEL PACIFICO,1,0,Formato,120 mililitros,1,0
simple,prod-49916,Neurobionta Advance 30 comprimidos (Vitaminas B 100 mg),1,0,visible,Vitaminoterapia B. Presentación: 30 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Vitaminoterapia B. Presentación: 30 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,20500,,taxable,1,,0,0,Medicamentos,"PROCTER & GAMBLE, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-49916-neurobionta-advance-30-comprimidos-vitaminas-b-100-mg.jpg,,,Venta libre,no,Marca,PROCTER & GAMBLE,1,0,Formato,30 comprimidos,1,0
simple,prod-38523,Neuroval Cd comprimidos 10 mg (Clotiazepam 10 mg),1,0,visible,Sin Asignacion. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Sin Asignacion. Presentación: 30 comprimidos. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,14990,,taxable,1,,0,0,Medicamentos,"SAVAL, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-38523-neuroval-cd-comprimidos-10-mg-clotiazepam-10-mg.jpg,,,Venta con receta médica,yes,Marca,SAVAL,1,0,Formato,30 comprimidos,1,0
simple,prod-49402,Neutrogena crema Anti Edad 100 g,1,0,visible,Cremas De Rostro. Presentación: 100 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas De Rostro. Presentación: 100 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9990,,taxable,1,,0,0,Dermocosmética,"JOHNSON CONSUMO, Venta libre",,,,Venta libre,no,Marca,JOHNSON CONSUMO,1,0,Formato,100 gramos,1,0
simple,prod-49,Nexcare Cold Hot Compresas Frio/Calor,1,0,visible,Accesorios Medicos. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Accesorios Medicos. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,12990,,taxable,1,,0,0,Medicamentos,"3M CHILE S.A., Venta libre",,,,Venta libre,no,Marca,3M CHILE S.A.,1,0,Formato,Formato a consultar,1,0
simple,prod-38941,Nexcare Opticlude Ad 5 Un,1,0,visible,Accesorios Medicos. Presentación: 5 Unidad. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Accesorios Medicos. Presentación: 5 Unidad. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,4990,,taxable,1,,0,0,Medicamentos,"3M CHILE S.A., Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-38941-nexcare-opticlude-ad-5-un.jpg,,,Venta libre,no,Marca,3M CHILE S.A.,1,0,Formato,5 Unidad,1,0
simple,prod-49511,Nexcare Parche Ocular Adulto 14 Un,1,0,visible,Accesorios Medicos. Presentación: 14 Unidad. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Accesorios Medicos. Presentación: 14 Unidad. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,10990,,taxable,1,,0,0,Accesorios,"3M CHILE S.A., Venta libre",,,,Venta libre,no,Marca,3M CHILE S.A.,1,0,Formato,14 Unidad,1,0
simple,prod-49968,"Next Gl Plus 6 comprimidos (Ácido Ascorbico 50 mg, Cafeina 33 mg, Clorfenamina 4 mg, Noscapina 10 mg, Paracetamol 400 mg)",1,0,visible,Antigripal. Presentación: 6 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antigripal. Presentación: 6 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,4990,,taxable,1,,0,0,Medicamentos,"GENOMALAB, Venta libre",http://farmacia-andes.abc/products/importadas/prod-49968-next-gl-plus-6-comprimidos-acido-ascorbico-50-mg-cafeina-33-mg-clorfenamina--dr-simi.jpg,,,Venta libre,no,Marca,GENOMALAB,1,0,Formato,6 comprimidos,1,0
simple,prod-49652,"Next Gl 12 comprimidos Re (Ácido Ascorbico 50 mg, Cafeina 33 mg, Noscapina 10 mg, Paracetamol 400 mg)",1,0,visible,Antigripal. Presentación: 12 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antigripal. Presentación: 12 comprimidos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,7620,,taxable,1,,0,0,Medicamentos,"GENOMALAB, Venta libre",,,,Venta libre,no,Marca,GENOMALAB,1,0,Formato,12 comprimidos,1,0
simple,prod-7446,"Nicotears Gel 140apli (Carbomero 974P 0,15%, Manitol 4,6%)",1,0,visible,"Humectante Ocular. Presentación: 3,5 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.","<p>Humectante Ocular. Presentación: 3,5 gramos. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>",17990,,taxable,1,,0,0,Medicamentos,"SAVAL, Venta libre",,,,Venta libre,no,Marca,SAVAL,1,0,Formato,"3,5 gramos",1,0
simple,prod-10526,Nistatina 12OV Lchile,1,0,visible,Antiinfeccioso vaginal. Presentación: 12 Ovulo. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiinfeccioso vaginal. Presentación: 12 Ovulo. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3890,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,12 Ovulo,1,0
simple,prod-29181,"Nistatina suspensión oral 100,000 UI/ml 24 ml",1,0,visible,Antimicotico Sistemico. Presentación: 24 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antimicotico Sistemico. Presentación: 24 mililitros. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,19320,,taxable,1,,0,0,Medicamentos,"LAFEDAR, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-29181-nistatina-suspension-oral-100-000-ui-ml-24-ml.jpg,,,Venta con receta médica,yes,Marca,LAFEDAR,1,0,Formato,24 mililitros,1,0
simple,prod-11079,Nistatina-metronid Ov 10 Lchile,1,0,visible,Antiinfeccioso vaginal. Presentación: 10 Ovulo. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiinfeccioso vaginal. Presentación: 10 Ovulo. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,10850,,taxable,1,,0,0,Medicamentos,"CHILE, Requiere receta",,,,Venta con receta médica,yes,Marca,CHILE,1,0,Formato,10 Ovulo,1,0
simple,prod-39040,Nitrofurantoina Macro 100 mg 10 cápsulas (bioequivalente) Mintlab,1,0,visible,Antiseptico Urinario. Presentación: 10 cápsulas. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Antiseptico Urinario. Presentación: 10 cápsulas. Venta con receta médica. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,1990,,taxable,1,,0,0,Medicamentos,"MINTLAB, Requiere receta",http://farmacia-andes.abc/products/medicamentos/prod-39040-nitrofurantoina-macro-100-mg-10-capsulas-bioequivalente-mintlab.jpg,,,Venta con receta médica,yes,Marca,MINTLAB,1,0,Formato,10 cápsulas,1,0
simple,prod-44025,Nivea B Lotion Hid Express Norm 400,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 400 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 400 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,8500,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,400 mililitros,1,0
simple,prod-16744,Nivea Body Milk Hidrat Express 250 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 250 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 250 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5490,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,250 ml,1,0
simple,prod-1049,Nivea Body Milk P/Ex Seca 250 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 250 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 250 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5490,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,250 ml,1,0
simple,prod-1055,Nivea Body Milk P/Seca 250 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 250 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 250 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5490,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,250 ml,1,0
simple,prod-17153,Nivea Body Q 10 Plus Reaf P/Normal 250 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 250 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 250 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,7500,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,250 mililitros,1,0
simple,prod-39686,"Nivea crema Ant Arr Reaf 50 g 45 + (Paracetamol, Tramadol)",1,0,visible,Cremas De Rostro. Presentación: 50 g. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas De Rostro. Presentación: 50 g. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9490,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Requiere receta",,,,Venta con receta médica,yes,Marca,BEIERSDORF,1,0,Formato,50 g,1,0
simple,prod-39687,Nivea crema Ant Arr Rev 50 g 55 +,1,0,visible,Cremas De Rostro. Presentación: 50 g. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas De Rostro. Presentación: 50 g. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9490,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,50 g,1,0
simple,prod-44036,Nivea crema Corp Exp Hyd 1000,1,0,visible,Cremas Manos Y Cuerpo. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,9990,,taxable,1,,0,0,Medicamentos,"BEIERSDORF, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-44036-nivea-crema-corp-exp-hyd-1000.jpg,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,Formato a consultar,1,0
simple,prod-39681,Nivea crema Men 75 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 75 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 75 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,7290,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,75 ml,1,0
simple,prod-44032,Nivea crema Milk Nut Prom 400,1,0,visible,Cremas Manos Y Cuerpo. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,8500,,taxable,1,,0,0,Medicamentos,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,Formato a consultar,1,0
simple,prod-44034,Nivea crema Sof Milk Prom 400,1,0,visible,Cremas Manos Y Cuerpo. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,8500,,taxable,1,,0,0,Medicamentos,"BEIERSDORF, Venta libre",http://farmacia-andes.abc/products/medicamentos/prod-44034-nivea-crema-sof-milk-prom-400.jpg,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,Formato a consultar,1,0
simple,prod-1057,Nivea Creme 30 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 30 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 30 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2790,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,30 ml,1,0
simple,prod-1058,Nivea Creme 60 ml,1,0,visible,Cremas Manos Y Cuerpo. Presentación: 60 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Cremas Manos Y Cuerpo. Presentación: 60 mililitros. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3990,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,60 mililitros,1,0
simple,prod-26752,Nivea Des F/Men Roll-on Inv B/White Power 50 ml,1,0,visible,Desodorantes. Presentación: 50 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 50 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3190,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,50 ml,1,0
simple,prod-39683,Nivea Des F/Men Sp Fresh Ocean 150 ml,1,0,visible,Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3190,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,150 ml,1,0
simple,prod-13832,Nivea Des F/W Roll-on P Beauty 50 ml,1,0,visible,Desodorantes. Presentación: 50 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 50 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,2990,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,50 ml,1,0
simple,prod-14251,Nivea Des F/W Sp Pearl Beauty 150 ml,1,0,visible,Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3190,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,150 ml,1,0
simple,prod-31942,Nivea Des F/W Sp Protect&care 150 ml,1,0,visible,Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3190,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,150 ml,1,0
simple,prod-29329,Nivea Des F/W Sp S Protect 150 ml,1,0,visible,Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 150 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3190,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,150 ml,1,0
simple,prod-49281,Nivea Des Tono Natural 50 ml,1,0,visible,Desodorantes. Presentación: 50 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Desodorantes. Presentación: 50 ml. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,3190,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,50 ml,1,0
simple,prod-45378,Nivea Essent Car Prot Lab (Karite 1 mg),1,0,visible,Protector Labial. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Protector Labial. Presentación: Formato a consultar. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,5300,,taxable,1,,0,0,Medicamentos,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,Formato a consultar,1,0
simple,prod-45380,Nivea Fruity Cherry Shine F 10 Prot Lab,1,0,visible,Protector Labial. Presentación: 1 Unidad. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.,<p>Protector Labial. Presentación: 1 Unidad. Venta directa o según indicación profesional. Precio referencial del listado vigente; confirma disponibilidad por WhatsApp.</p><p>Disponibilidad y precio sujetos a confirmación de stock en farmacia.</p>,4990,,taxable,1,,0,0,Dermocosmética,"BEIERSDORF, Venta libre",,,,Venta libre,no,Marca,BEIERSDORF,1,0,Formato,1 Unidad,1,0
