SKU,Nombre,Categoria,Fuente,Imagen local,URL fuente,Producto fuente,Estado
prod-49359,"Esancol 10 comprimidos Portopharma (Ftalilsulfatiazol 250 mg, Nifuroxazida 200 mg)",Medicamentos,,,,,sin coincidencia segura
prod-29615,Etiquet Men Roll-on Blue Ice,Dermocosmética,,,,,sin coincidencia segura
prod-40337,Etiquet Men Roll-on Sport 60 g,Dermocosmética,,,,,sin coincidencia segura
prod-15651,"Evra Par Transdermico 3 U (Etinilestradiol 600 mcg, Norelgestromina 6 mg)",Dermocosmética,,,,,sin coincidencia segura
prod-46605,"Exelring Anill vaginal x 1 (Etinilestradiol 0,015 mg, Etonogestrel 0,12 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-46605-exelring-anill-vaginal-x-1-etinilestradiol-0-015-mg-etonogestrel-0-12-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160196/CH5869-01.jpg?v=639011407588670000,"Esmartia etonogestrel 0,120 mg etinilestradiol 0,015 mg 1 anillo vaginal",descargada
prod-31333,"F Set Cinta Pap/D Piel 2,5X 9,1 con Dis",Accesorios,,,,,sin coincidencia segura
prod-37106,F Set Curita Roce Pies 12 Un,Accesorios,,,,,sin coincidencia segura
prod-38368,F Set Suturas Adhesivas 9 Un,Accesorios,,,,,sin coincidencia segura
prod-39135,F Set Cotonitos 200 Un x 2,Dermocosmética,,,,,sin coincidencia segura
prod-15334,F Set Curita 20 Un,Accesorios,,,,,sin coincidencia segura
prod-30645,F Set Curita Surtido 30 Un,Accesorios,,,,,sin coincidencia segura
prod-49845,F Set Parche Curita 100 Unidades,Accesorios,,,,,sin coincidencia segura
prod-37161,F Set Parche Neon 30UD,Medicamentos,,,,,sin coincidencia segura
prod-49392,F Set Parches Resist Al Agua 10 Un,Medicamentos,,,,,sin coincidencia segura
prod-49372,F Set Parche Curita Infantil 10 Un,Medicamentos,,,,,sin coincidencia segura
prod-49516,F Set Parches Curitas Hidrocoloide 10 Un,Accesorios,,,,,sin coincidencia segura
prod-10345,"Facimin 0,5 mg/ml 10 ml (Oximetazolina 0,5 mg/1 ml)",Medicamentos,,,,,sin coincidencia segura
prod-36123,Familand Sh Ganada Therapy 750 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49261,Familand Sh Rehid 750 ml,Dermocosmética,,,,,sin coincidencia segura
prod-7239,"Ferranem 30 cápsulas (Ácido Ascorbico 100 mg, Ácido Folico 2 mg, Cianocobalamina 1 mg, Fumarato Ferroso 330 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49561,Felliny Creamy Cang/Atun 4 Un,Cuidado familiar,,,,,sin coincidencia segura
prod-46532,Finaflux comprimidos 1 mg 90 (Finasteride 1 mg),Medicamentos,Dr. Simi,/products/importadas/prod-46532-finaflux-comprimidos-1-mg-90-finasteride-1-mg-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159915/Finaflux---BE0149-1.png?v=638959518154700000,Finaflux finasterida 1 mg 90 comprimidos recubiertos,descargada
prod-4815,Fibrasol 18sobres (Psyllium),Medicamentos,,,,,sin coincidencia segura
prod-12777,"Femelle 20,28 comprimidos Re (Drospirenona 3 mg, Etinilestradiol 0,02 mg)",Medicamentos,,,,,sin coincidencia segura
prod-28936,Fibrasol polvo Pote 200 g (Psyllium 68 g),Medicamentos,,,,,sin coincidencia segura
prod-50170,Fiprodrag ( Perros ) (Fipronil 10%),Veterinaria,,,,,sin coincidencia segura
prod-23209,"Fiprokill Pipeta 0,67 ml (Fipronil 10%)",Veterinaria,,,,,sin coincidencia segura
prod-5814,"Fisiolimp solución Nasal 0,9% 30 ml (Cloruro De Sodio 0,9%)",Medicamentos,,,,,sin coincidencia segura
prod-24258,"Fiprokill Pipeta 2,68 ml",Veterinaria,,,,,sin coincidencia segura
prod-50139,Fish Oil 1000 mg 60 cápsulas (Omega 3 1/1),Medicamentos,,,,,sin coincidencia segura
prod-10840,Fittig Talco Des 200 g,Medicamentos,,,,,sin coincidencia segura
prod-49214,"Fit Galleta x 400 g (Proteinas 7,5%)",Veterinaria,,,,,sin coincidencia segura
prod-41526,Flucloxacilina 500 mg 12 cápsulas,Medicamentos,Dr. Simi,/products/importadas/prod-41526-flucloxacilina-500-mg-12-capsulas-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160277/CH0207-01.jpg?v=639033995760630000,Flucloxacilina 500 mg 12 cápsulas,descargada
prod-29355,"Finagrip Sus oral 100 ml (Clorfenamina 2 mg, Ibuprofeno 200 mg, Pseudoefedrina 30 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-29355-finagrip-sus-oral-100-ml-clorfenamina-2-mg-ibuprofeno-200-mg-pseudoefedrina--dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156082/CH5202-1.jpg?v=637964772237300000,Finagrip suspensión oral 100 mL,descargada
prod-48601,"Flector Gel 1,29% 60 g (Diclofenaco Epolamina 1,293 g)",Medicamentos,,,,,sin coincidencia segura
prod-49937,Flovovermic comprimidos (Flubendazol 220 mg),Veterinaria,,,,,sin coincidencia segura
prod-26053,"Fluxamol 250/25 mg Inh 150 Ds (Fluticasona Propionato 250 mcg, Salmeterol 25 mcg)",Medicamentos,,,,,sin coincidencia segura
prod-4095,"Foille ungüento 28 g (Alcohol Bencilico 4 g, Benzocaina 2 g)",Dermocosmética,Dr. Simi,/products/importadas/prod-4095-foille-unguento-28-g-alcohol-bencilico-4-g-benzocaina-2-g-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156721/CH7194-1.jpg?v=637964774517700000,Foille benzocaína 2 % alcohol benzílico 4 % ungüento tópico 100 g,descargada
prod-49434,"Fresh Up Cep Interd 0,6",Dermocosmética,,,,,sin coincidencia segura
prod-49554,Frasco Muestra Orina 120 ml,Accesorios,,,,,sin coincidencia segura
prod-49671,Freshmel 5 mg 12 comprimidos (Clorhexidina 5 mg),Medicamentos,,,,,sin coincidencia segura
prod-49436,"Fresh Up Cepillo Interd 0,8",Higiene,,,,,sin coincidencia segura
prod-50079,"For Memory x 40 cápsulas (Scl Cnp) (Ginseng 1/1, Vitamina E 1/1, Zinc 1/1)",Medicamentos,,,,,sin coincidencia segura
prod-30915,Furosemida 40 mg 12 comprimidos (Bioequivalente)lchile,Medicamentos,,,,,sin coincidencia segura
prod-37415,Fructis Gel Slyle E Fuerte 600 g,Dermocosmética,,,,,sin coincidencia segura
prod-39110,"Frontline Plus Gato 0,5 ml 1pipeta",Veterinaria,,,,,sin coincidencia segura
prod-37416,Fructis Gel Style Hard 600 g,Dermocosmética,,,,,sin coincidencia segura
prod-40276,Garnier Agua Micelar Oleo 100 ml,Dermocosmética,,,,,sin coincidencia segura
prod-50200,Gasa No Tejida 10X 10CM 50X 2 Unidades,Medicamentos,,,,,sin coincidencia segura
prod-40420,"Garnier Agua Micelar T/P 100 ml (Ácido Citrico, Ácido Salicilico, Agua, L-arginina, Limon)",Dermocosmética,,,,,sin coincidencia segura
prod-30125,Gatorade Frutas Trop 750 ml,Cuidado familiar,,,,,sin coincidencia segura
prod-30124,Gatorade Cool Blue 750 ml (Imidacloprida 8%),Cuidado familiar,,,,,sin coincidencia segura
prod-7630,"Gaviscon 250 mg 16 comprimidos (Alginato 250 mg, Bicarbonato De Sodio 133,5 mg, Carbonato De Calcio 80 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49376,Gastroaliv Menta/Cherry 10 comprimidos Mast (Subsalicilato Bismuto 262 mg),Medicamentos,,,,,sin coincidencia segura
prod-38214,"Gaviscon Doble Acción Sachet 10 ml (Alginato 250 mg, Bicarbonato De Sodio 106,5 mg)",Medicamentos,,,,,sin coincidencia segura
prod-50142,"Gaviscon Menta 1 Sachet 10 ml (Alginato 500 mg, Bicarbonato De Sodio 267 mg, Carbonato De Calcio 160 mg)",Medicamentos,,,,,sin coincidencia segura
prod-39714,"Gentamicina 0,3% solución oftálmica 5 ml Ascend",Medicamentos,,,,,sin coincidencia segura
prod-36770,"Gentamicina 0,3% solución oftálmica 5 ml Hospifarma",Medicamentos,,,,,sin coincidencia segura
prod-36044,"Gentamicina 0,3% ungüento Oft 3,5 g Ethon",Dermocosmética,,,,,sin coincidencia segura
prod-14405,Gentamicina crema Dermica,Dermocosmética,,,,,sin coincidencia segura
prod-18030,"Gaviscon Menta 8 comprimidos Mast (Alginato 250 mg, Bicarbonato De Sodio 133,5 mg, Carbonato De Calcio 80 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49371,Gengigel Ácido Hialuron 20 ml,Medicamentos,Dr. Simi,/products/importadas/prod-49371-gengigel-acido-hialuron-20-ml-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159876/Tonificante-Primario-Frente.png?v=638963219714770000,Tonificante dermo-oxigenador con colágeno hidrolizado y ácido hialuronico 120 mL,descargada
prod-49289,Gillette Des Gel A/P Training Guard 82 g,Dermocosmética,,,,,sin coincidencia segura
prod-39840,Gillette Venus Trop 3LAM,Dermocosmética,,,,,sin coincidencia segura
prod-44635,Gille Prestob 3 Sencarex 4,Dermocosmética,,,,,sin coincidencia segura
prod-22906,"Ginecopast Dual Ov + crema (Miconazol 100 mg, Tinidazol 150 mg)",Medicamentos,,,,,sin coincidencia segura
prod-14476,Gillette Prestobarba 3hojas,Dermocosmética,,,,,sin coincidencia segura
prod-5816,"Ginecopast 10OV (Miconazol 100 mg, Tinidazol 150 mg)",Medicamentos,,,,,sin coincidencia segura
prod-14135,Gillette Prestobarba 3MUJ 2 Un,Dermocosmética,,,,,sin coincidencia segura
prod-3852,Ginemaxim 40 mg 60 comprimidos (Cimicifuga Racemosa 40 mg),Homeopatía,,,,,sin coincidencia segura
prod-49560,Glicopan Pet 125 ml,Veterinaria,,,,,sin coincidencia segura
prod-49955,Glucosan XR 500 mg (Metformina 500 mg),Medicamentos,,,,,sin coincidencia segura
prod-49558,Glicopan Pet 30 ml,Veterinaria,,,,,sin coincidencia segura
prod-38357,Mg Ginseng Rojo 100 cápsulas,Homeopatía,,,,,sin coincidencia segura
prod-36609,Goicoechea crema Arnica/Manz 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-50138,Glicerina 60 ml,Medicamentos,,,,,sin coincidencia segura
prod-49530,Guante Latex M Top Glove 100guantes,Accesorios,,,,,sin coincidencia segura
prod-46530,Glimefor XR comprimidos 750 mg 30 (Metformina 750 mg),Medicamentos,,,,,sin coincidencia segura
prod-50068,Guarana 500 mg x 60 cápsulas (Scl Cnp),Medicamentos,,,,,sin coincidencia segura
prod-27887,Guantes Examen Tresor S Latex Cja 100 Un,Accesorios,,,,,sin coincidencia segura
prod-27888,Guantes Examen Tresor l Latex Cja 100 Un,Accesorios,Dr. Simi,/products/importadas/prod-27888-guantes-examen-tresor-l-latex-cja-100-un-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158064/FOTOS-WEB-ECOMMERCE_0009_CH6022-1.png?v=638664946508400000,Guantes de nitrilo para examen 100 unidades,descargada
prod-7768,"Gutron 2,5 mg 20 comprimidos (Midodrina 2,5 mg)",Medicamentos,,,,,sin coincidencia segura
prod-39410,H&s Sh F/Men Old Spice 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-38998,H&s Sh Limp Renov 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-39253,H&s Sh Men 3EN 1 375 ml,Dermocosmética,,,,,sin coincidencia segura
prod-39212,H&s Sh Manzana Fresh 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-36865,Hawaiian Trop Bronc Ace P Tann 240 ml,Dermocosmética,,,,,sin coincidencia segura
prod-40189,Hawaiian Trop Silk Hydra Co/Pa 180 ml,Dermocosmética,,,,,sin coincidencia segura
prod-25406,Heel Engystol 50 comprimidos Subling,Homeopatía,,,,,sin coincidencia segura
prod-27080,Heel Lymphomyosot gotas 30 ml,Homeopatía,,,,,sin coincidencia segura
prod-49270,Head Sh 200 ml Antiresequedad 375 ml,Dermocosmética,,,,,sin coincidencia segura
prod-23971,Heel Nervoheel 50 comprimidos sublingual,Homeopatía,,,,,sin coincidencia segura
prod-30315,"Heel Neurexan 50 comprimidos Sl (Pasiflora 0,6 mg)",Homeopatía,,,,,sin coincidencia segura
prod-34622,"Heel Traumeel gotas 30 ml (Arnica, Calendula, Hamamelis)",Homeopatía,,,,,sin coincidencia segura
prod-26819,"Heel Traumeel-s 50 comprimidos sublingual (Arnica 15 mg, Calendula 15 mg, Hamamelis 15 mg)",Homeopatía,,,,,sin coincidencia segura
prod-49795,Herbal Es Acon Rosa Mosq 240 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49794,Herbal Es Sh Rosa Mosq 240 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49389,Herbal Essences Hidrata Ácido 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49219,Herbal Essences Sha Classic Agua De Coco x,Dermocosmética,,,,,sin coincidencia segura
prod-49557,Herplex (Lisina 400 mg),Veterinaria,,,,,sin coincidencia segura
prod-50018,Hidroxicloroquina 200 mg,Medicamentos,Dr. Simi,/products/importadas/prod-50018-hidroxicloroquina-200-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158679/FOTOS-WEB-ECOMMERCE_0367_BE0131-1.jpg?v=638682317882730000,Reumazine hidroxicloroquina 200 mg 30 comprimidos recubiertos,descargada
prod-49742,Hidrocortisona crema Top 1% Ascend 15 g,Dermocosmética,Dr. Simi,/products/importadas/prod-49742-hidrocortisona-crema-top-1-ascend-15-g-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160780/CH5915-01-ASCEND.jpg?v=639160218980970000,Hidrocortisona 1 % crema tópica 15 g,descargada
prod-49726,Hidroxicloroquina 200 mg 60 comprimidos,Medicamentos,,,,,sin coincidencia segura
prod-41909,Hidrofugal Stk D Prot 40M,Medicamentos,,,,,sin coincidencia segura
prod-49551,Hoja Bisturi N 22 1 Un,Accesorios,,,,,sin coincidencia segura
prod-4171,Hipoge ungüento Dermico 10 g (Hidrocortisona 1 g),Dermocosmética,Dr. Simi,/products/importadas/prod-4171-hipoge-unguento-dermico-10-g-hidrocortisona-1-g-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155439/CH5180-1.jpg?v=639074524458970000,Hipoge hidrocortisona 1 % ungüento dérmico 10 g,descargada
prod-49840,Ignatia D 6 90 comprimidos (Knop),Medicamentos,,,,,sin coincidencia segura
prod-48007,"Hub Ven Autoad 7,5cmx 4,5M",Accesorios,,,,,sin coincidencia segura
prod-49501,"Infor Forte Prokids 30 comprimidos (Calcio 200 mg, Vitamina D 2,5 mg, Zinc 10 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-49501-infor-forte-prokids-30-comprimidos-calcio-200-mg-vitamina-d-2-5-mg-zinc-10-m-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158836/Infor-Forte-CH5302-1.jpg?v=638696310391930000,Infor pro kids forte 30 comprimidos masticables sabor tutti frutti,descargada
prod-50092,Hokkairo Parche Termico para La Ropa 12hrs De Duracion,Medicamentos,,,,,sin coincidencia segura
prod-37227,Irbevitae 300 mg 28 comprimidos recubiertos (bioequivalente) (Irbesartan 300 mg),Cuidado familiar,,,,,sin coincidencia segura
prod-49733,Isotretinoina 10 mg 30 cápsulas Chile,Medicamentos,,,,,sin coincidencia segura
prod-37226,Irbevitae 150 mg 28 comprimidos recubiertos (bioequivalente) (Irbesartan 150 mg),Cuidado familiar,Dr. Simi,/products/importadas/prod-37226-irbevitae-150-mg-28-comprimidos-recubiertos-bioequivalente-irbesartan-150-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155653/BE0063-1.jpg?v=637964770743830000,Irbevitae irbesartán 150 mg 28 comprimidos,descargada
prod-49880,Infusion Flores Pectorales,Homeopatía,,,,,sin coincidencia segura
prod-49757,Jeringa Insulina 30 g 1/2 1 ml,Accesorios,,,,,sin coincidencia segura
prod-49838,Jabon Glicerina Q-nat 90 g,Higiene,,,,,sin coincidencia segura
prod-49891,Jabon Barra 90 g Azufre,Higiene,,,,,sin coincidencia segura
prod-49531,Jeringa Luer Lock 3 ml 21GX 1 1/2 1 Un,Accesorios,,,,,sin coincidencia segura
prod-49477,Jeringa Luer Slip 10 ml 21GX 1 1/2,Accesorios,,,,,sin coincidencia segura
prod-49761,Jeringa sin Aguja 5 ml 21GX 1 1/2,Accesorios,,,,,sin coincidencia segura
prod-49685,Jeringa Luer Slip 21GX 1 1/2 20 ml,Medicamentos,,,,,sin coincidencia segura
prod-49682,Jeringa Tuberculina Aguja Hipoderm 1 ml 26GX 5/8,Dermocosmética,,,,,sin coincidencia segura
prod-39042,Jeringa Des 50 ml sin Aguja,Medicamentos,Dr. Simi,/products/importadas/prod-39042-jeringa-des-50-ml-sin-aguja-dr-simi.webp,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159834/jeringa_5_ml_484x326.webp?v=638954589258500000,Jeringa desechable con aguja 5 mL 1 unidad,descargada
prod-39742,"Jolian 28 comprimidos recubiertos (bioequivalente) (Drospirenona 3 mg, Etinilestradiol 0,02 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49678,"Kenatrum 37,5/325 (Paracetamol 325 mg, Tramadol 37,5 mg)",Medicamentos,,,,,sin coincidencia segura
prod-50055,"K-lam Flex x 60 Capuslas (Scl Vitalab) (Calcio 1/1, Magnesio 1/1, Potasio 1/1, Tiamina 1/1, Vitamina E 1/1, Zinc 1/1)",Cuidado familiar,,,,,sin coincidencia segura
prod-44946,Johns Sh Baby 400 ml,Medicamentos,,,,,sin coincidencia segura
prod-41399,Kadus Agua Oxig crema 55 ml 20vol,Dermocosmética,,,,,sin coincidencia segura
prod-49260,Kadus Agua Oxig crema 55 ml 30vol,Dermocosmética,,,,,sin coincidencia segura
prod-14830,Kitadol Inf 160 mg 16 comprimidos Mas (Paracetamol 160 mg),Medicamentos,,,,,sin coincidencia segura
prod-1733,Kitadol jarabe Inf 60 ml (Paracetamol 120 mg/5 ml),Medicamentos,,,,,sin coincidencia segura
prod-3850,"Knop Fenokomp 39,90 comprimidos (Belladona 0,02 mg, Fenoftaleina 50 mg, Nux Vomica 0,02 mg)",Homeopatía,,,,,sin coincidencia segura
prod-29315,Knop Echinacea + Vitc 20 comprimidos Knop,Homeopatía,,,,,sin coincidencia segura
prod-41094,"Ketoprofeno Gel 2,5% 60 g Ascend",Medicamentos,,,,,sin coincidencia segura
prod-17176,Knop Hamamelis ungüento 35 g,Homeopatía,,,,,sin coincidencia segura
prod-46294,Knop Fucus Espec comprimidos 50,Medicamentos,,,,,sin coincidencia segura
prod-5311,"Knop Matikomp ungüento 35 g (Arnica 2,89%, Calendula 2,89%, Matico 2,89%)",Homeopatía,,,,,sin coincidencia segura
prod-49702,L-triptofano + mg + Zinc + Vitb 6 60 Gom,Homeopatía,,,,,sin coincidencia segura
prod-3894,"Knop Matikomp ungüento 25 g (Arnica 2,89 g, Calendula 2,89 g, Matico 2,89 g)",Homeopatía,,,,,sin coincidencia segura
prod-3865,Knop Palto Miel Ad 200 ml,Homeopatía,Dr. Simi,/products/importadas/prod-3865-knop-palto-miel-ad-200-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156445/CH5825-1.jpg?v=637964773538230000,Paltomiel adulto jarabe 200 mL,descargada
prod-3866,Knop Palto Miel Inf 125 ml,Homeopatía,Dr. Simi,/products/importadas/prod-3866-knop-palto-miel-inf-125-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155452/CH5824-1.jpg?v=638944037315070000,Paltomiel infantil jarabe 125 mL,descargada
prod-49525,Lactovit Urea Mousse crema 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-5007,Lady Speed Stick Inv O Blossom 45 g,Dermocosmética,,,,,sin coincidencia segura
prod-49195,"Lagrimas Arti solución oftálmica 0,3 % x 15 ml Et ( Dm ) (Hipromelosa 3 mg)",Medicamentos,,,,,sin coincidencia segura
prod-34747,Lady Speed Stk Barra Power Fresh 45 g,Dermocosmética,,,,,sin coincidencia segura
prod-49409,Lancetas Esteriles 28 g 50 Un,Medicamentos,,,,,sin coincidencia segura
prod-50112,Ladysoft Nocturna 7 Toall,Dermocosmética,,,,,sin coincidencia segura
prod-50048,L-arginine x 60 Cápsulas (Scl) (L-arginina 1000 mg),Medicamentos,,,,,sin coincidencia segura
prod-50165,Lancetas Esteriles 30 Gi 50 Un,Medicamentos,Dr. Simi,/products/importadas/prod-50165-lancetas-esteriles-30-gi-50-un-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156549/CH5911-1.jpg?v=637964773913870000,CareSens lancetas etériles de un solo paso 50 unidades,descargada
prod-2902,"Lavasept Jabon 90 g (Triclosan 0,3%)",Higiene,,,,,sin coincidencia segura
prod-28558,"Latanoprost solución oftálmica 50 mcg/ml 2,5 ml Opko",Medicamentos,,,,,sin coincidencia segura
prod-23992,Leblon Antiox FPS 50 + 190 g,Protección solar,,,,,sin coincidencia segura
prod-23176,Le Sancy Ácido Alm 150 g,Dermocosmética,,,,,sin coincidencia segura
prod-40931,Leblon Baby&kids FPS 50 + 190 ml,Protección solar,,,,,sin coincidencia segura
prod-49499,Lax 3350 Andromaco 7 Sob (Macrogol 3350 1/1),Medicamentos,Dr. Simi,/products/importadas/prod-49499-lax-3350-andromaco-7-sob-macrogol-3350-1-1-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155507/2537-1.jpg?v=637964770223930000,Lax 3350 macrogol 3350 17 g 7 sobres polvo para solución oral,descargada
prod-40402,Lechuga crema Soft 110 ml + 55 ml,Dermocosmética,,,,,sin coincidencia segura
prod-580,Lechuga crema 60 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49724,Leritac 500 mg 30 comprimidos Opko (Levetiracetam 500 mg),Medicamentos,Dr. Simi,/products/importadas/prod-49724-leritac-500-mg-30-comprimidos-opko-levetiracetam-500-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158695/FOTOS-WEB-ECOMMERCE_0087_BE0064-1.jpg?v=638682360657900000,Leritac levetiracetam 500 mg 30 comprimidos recubiertos,descargada
prod-11489,"Lefkaflam Emulsion 50 g (Arnica 15 g, Esencia Romero 2 g, Eucalipto 1 g, Mentol 1,5 g, Trietanolamina 100 g)",Homeopatía,Dr. Simi,/products/importadas/prod-11489-lefkaflam-emulsion-50-g-arnica-15-g-esencia-romero-2-g-eucalipto-1-g-mentol--dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158013/PLANTILLA-FOTOS-WEB-ECOMMERCE_0005_CH6142-1.png?v=638514723750100000,Lefkaflam emulsión tópica 15 g,descargada
prod-46299,Lefkur cápsulas 1000 mg 30,Medicamentos,,,,,sin coincidencia segura
prod-40283,Levofloxacino 500 mg 7 comprimidos recubiertos (Bioequivalente)pasteur,Medicamentos,Dr. Simi,/products/importadas/prod-40283-levofloxacino-500-mg-7-comprimidos-recubiertos-bioequivalente-pasteur-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160745/CH5120-01-ASCEND.jpg?v=639159285116300000,Levofloxacino 500 mg 7 comprimidos recubiertos,descargada
prod-33455,"Leukoplast 2,5cmx 5M",Dermocosmética,,,,,sin coincidencia segura
prod-49173,Levofloxacino comprimidos 500 mg x 7 Ascend,Medicamentos,Dr. Simi,/products/importadas/prod-49173-levofloxacino-comprimidos-500-mg-x-7-ascend-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160745/CH5120-01-ASCEND.jpg?v=639159285116300000,Levofloxacino 500 mg 7 comprimidos recubiertos,descargada
prod-17639,Levorigotax gotas 5 mg/ml 20 ml (Levocetirizina 5 mg/1 ml),Medicamentos,Dr. Simi,/products/importadas/prod-17639-levorigotax-gotas-5-mg-ml-20-ml-levocetirizina-5-mg-1-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160903/CH5211-01.jpg?v=639165442327500000,Levorigotax levocetirizina 5 mg/mL solución oral para gotas 20 mL,descargada
prod-10444,Levonorgestrel + Etinil 28 comprimidos Mintlab,Medicamentos,,,,,sin coincidencia segura
prod-49176,Levotiroxina Sodica 100 Mc x 100 comprimidos Alembic ( bioequivalente ),Medicamentos,,,,,sin coincidencia segura
prod-49727,Leritac 1000 mg 30 comprimidos (Levetiracetam 1000 mg),Medicamentos,Dr. Simi,/products/importadas/prod-49727-leritac-1000-mg-30-comprimidos-levetiracetam-1000-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158671/FOTOS-WEB-ECOMMERCE_0089_BE0067-1.jpg?v=638682298840900000,Leritac levetiracetam 1000 mg 30 comprimidos recubiertos,descargada
prod-38887,Levotiroxina 75 mcg 56 comprimidos Chile,Medicamentos,Dr. Simi,/products/importadas/prod-38887-levotiroxina-75-mcg-56-comprimidos-chile-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155422/BE0240-1.jpg?v=638664226270100000,Levotiroxina 75 mcg 56 comprimidos,descargada
prod-49579,Lifestyles Climax Control 12 Un,Medicamentos,,,,,sin coincidencia segura
prod-33203,Lifestyle Skin Premium 6,Medicamentos,,,,,sin coincidencia segura
prod-49620,Lifestyles Flavours 12U,Medicamentos,,,,,sin coincidencia segura
prod-24293,Lifestyles Large 12 Un (Nonoxinol 25 mg),Medicamentos,,,,,sin coincidencia segura
prod-10705,Lifestyles Nuda 12 Un,Medicamentos,Dr. Simi,/products/importadas/prod-10705-lifestyles-nuda-12-un-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156561/CH5921-1.jpg?v=637964773956730000,LifeStyles Ultra sensible NUDA preservativo  12 unidades,descargada
prod-49177,Levotiroxina Sodica 50 mcg,Medicamentos,Dr. Simi,/products/importadas/prod-49177-levotiroxina-sodica-50-mcg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159391/Levotiroxina-Sodica-BE0205-1.jpg?v=639074524440500000,Levotiroxina 75 mcg 50 comprimidos,descargada
prod-49780,Lima Profesional Color Beauty 1 Un,Dermocosmética,,,,,sin coincidencia segura
prod-49781,Lima Animal Print x 2 Un,Dermocosmética,,,,,sin coincidencia segura
prod-50085,"Lip Vaseline 4,8 g Aloe Vera (Balsamo Labial) (Vaselina 4,8 g)",Dermocosmética,,,,,sin coincidencia segura
prod-50086,"Lip Vaseline Original (Balsamo Labial) (Vaselina 4,8 g)",Dermocosmética,,,,,sin coincidencia segura
prod-5725,Listerine Cool Mint 180 ml,Dermocosmética,,,,,sin coincidencia segura
prod-9661,Loperamida 6 comprimidos Mintlab,Medicamentos,Dr. Simi,/products/importadas/prod-9661-loperamida-6-comprimidos-mintlab-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155940/CH0060-1.jpg?v=637964771729500000,Loperamida 2 mg 6 comprimidos,descargada
prod-38775,Listerine Enj Anticaries 0ALC 250 ml,Dermocosmética,,,,,sin coincidencia segura
prod-29403,Listerine C Sarro 180 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49475,"Linovera 30 ml (Aloe Vera 1/1, Centella Asiatica 1/1)",Dermocosmética,,,,,sin coincidencia segura
